timestamp,segment,station_upstream,station_downstream,pipe_diameter_in,pipe_length_m,pressure_upstream_psi,pressure_downstream_psi,pressure_drop_psi,flow_upstream_lps,flow_downstream_lps,flow_diff_lps,vibration_g,acoustic_db,is_leak,severity,water_loss_lpm
1019,SEG4,S4,S5,4.0,200,57.91,49.61,8.29,4.734,4.732,0.002,0.171,29.11,0,none,0.104
588,SEG1,S1,S2,8.0,250,53.67,47.21,6.47,6.28,6.279,0.001,0.172,29.87,0,none,0.051
3365,SEG1,S1,S2,8.0,250,54.46,49.89,4.57,5.329,5.327,0.002,0.165,30.28,0,none,0.097
2670,SEG1,S1,S2,8.0,250,55.01,47.61,7.4,6.971,6.97,0.001,0.243,27.94,0,none,0.065
1515,SEG2,S2,S3,6.0,300,54.39,27.1,27.29,7.214,7.005,0.209,0.329,43.99,1,severe,12.535
3915,SEG4,S4,S5,4.0,200,54.0,46.05,7.95,4.664,4.664,0.001,0.248,30.4,0,none,0.038
1791,SEG4,S4,S5,4.0,200,54.62,42.55,12.07,5.854,5.853,0.0,0.243,30.93,0,none,0.021
2395,SEG1,S1,S2,8.0,250,53.44,46.0,7.44,6.925,6.925,0.0,0.197,29.76,0,none,0.011
1506,SEG2,S2,S3,6.0,300,54.61,39.63,14.98,7.436,7.434,0.001,0.224,32.68,0,none,0.087
2170,SEG1,S1,S2,8.0,250,54.36,48.89,5.47,5.923,5.922,0.001,0.22,32.1,0,none,0.072
3033,SEG4,S4,S5,4.0,200,54.49,46.58,7.91,4.692,4.69,0.002,0.193,28.3,0,none,0.123
134,SEG3,S3,S4,6.0,275,56.24,49.49,6.75,5.108,5.108,0.0,0.153,28.01,0,none,0.017
1967,SEG3,S3,S4,6.0,275,55.55,37.91,17.63,4.098,3.972,0.126,0.479,45.97,1,severe,7.57
1081,SEG3,S3,S4,6.0,275,56.93,51.93,5.0,4.203,4.201,0.002,0.341,27.76,0,none,0.123
3066,SEG4,S4,S5,4.0,200,52.67,45.21,7.45,4.536,4.535,0.002,0.112,27.93,0,none,0.094
1666,SEG3,S3,S4,6.0,275,54.22,46.35,7.88,3.8,3.752,0.049,0.24,31.46,1,medium,2.914
3432,SEG4,S4,S5,4.0,200,54.62,47.83,6.78,4.205,4.205,0.0,0.157,28.05,0,none,0.003
1673,SEG2,S2,S3,6.0,300,54.93,45.52,9.41,5.772,5.77,0.002,0.214,30.59,0,none,0.109
2774,SEG1,S1,S2,8.0,250,55.91,51.42,4.49,5.358,5.357,0.001,0.198,31.0,0,none,0.065
3620,SEG2,S2,S3,6.0,300,54.31,44.19,10.12,6.03,6.028,0.001,0.144,28.9,0,none,0.087
2559,SEG2,S2,S3,6.0,300,54.17,42.3,11.87,6.131,6.089,0.041,0.187,30.04,1,small,2.484
340,SEG4,S4,S5,4.0,200,54.22,43.09,11.13,5.522,5.52,0.002,0.254,33.36,0,none,0.128
1145,SEG3,S3,S4,6.0,275,55.6,49.34,6.27,4.931,4.93,0.0,0.179,28.81,0,none,0.012
456,SEG3,S3,S4,6.0,275,53.94,48.76,5.18,4.367,4.366,0.001,0.253,29.03,0,none,0.06
2307,SEG3,S3,S4,6.0,275,54.26,47.84,6.42,4.925,4.924,0.001,0.2,27.82,0,none,0.06
3008,SEG4,S4,S5,4.0,200,55.01,45.91,9.09,4.963,4.962,0.001,0.164,29.01,0,none,0.089
1798,SEG2,S2,S3,6.0,300,53.32,36.77,16.55,7.458,7.438,0.02,0.286,30.71,1,small,1.214
1982,SEG2,S2,S3,6.0,300,54.76,44.78,9.97,5.947,5.945,0.002,0.273,31.71,0,none,0.09
1882,SEG2,S2,S3,6.0,300,55.42,45.37,10.06,5.971,5.971,0.0,0.252,30.12,0,none,0.0
2086,SEG3,S3,S4,6.0,275,54.14,42.31,11.82,6.077,6.062,0.015,0.214,33.14,1,small,0.9
1990,SEG3,S3,S4,6.0,275,53.81,48.76,5.06,4.407,4.406,0.001,0.257,29.04,0,none,0.065
2181,SEG1,S1,S2,8.0,250,54.19,49.19,5.0,5.696,5.696,0.0,0.221,33.52,0,none,0.002
3947,SEG3,S3,S4,6.0,275,56.05,50.51,5.55,4.496,4.494,0.002,0.127,29.68,0,none,0.143
1473,SEG1,S1,S2,8.0,250,57.82,51.02,6.8,6.738,6.736,0.002,0.245,31.51,0,none,0.137
2103,SEG2,S2,S3,6.0,300,54.9,40.19,14.72,7.443,7.442,0.001,0.219,29.78,0,none,0.057
122,SEG4,S4,S5,4.0,200,53.37,41.7,11.67,5.178,5.162,0.016,0.248,33.17,1,small,0.958
1082,SEG3,S3,S4,6.0,275,55.38,50.08,5.3,4.321,4.32,0.001,0.167,30.8,0,none,0.039
1775,SEG3,S3,S4,6.0,275,54.13,38.03,16.1,5.986,5.912,0.074,0.282,35.71,1,medium,4.448
1401,SEG3,S3,S4,6.0,275,55.99,51.37,4.62,4.069,4.067,0.002,0.119,28.34,0,none,0.133
1541,SEG3,S3,S4,6.0,275,54.44,46.13,8.31,5.561,5.559,0.002,0.332,27.32,0,none,0.122
421,SEG1,S1,S2,8.0,250,55.98,49.23,6.75,6.189,6.153,0.036,0.142,32.65,1,small,2.175
1350,SEG3,S3,S4,6.0,275,55.26,43.48,11.78,4.418,4.329,0.09,0.332,32.96,1,medium,5.386
2306,SEG1,S1,S2,8.0,250,55.76,42.8,12.96,6.183,5.94,0.243,0.407,35.94,1,severe,14.575
1687,SEG4,S4,S5,4.0,200,53.43,44.92,8.51,4.273,4.251,0.022,0.077,31.19,1,small,1.318
171,SEG1,S1,S2,8.0,250,53.59,48.48,5.11,5.664,5.662,0.002,0.19,29.02,0,none,0.14
3956,SEG1,S1,S2,8.0,250,55.45,51.08,4.37,5.008,5.008,0.0,0.183,29.65,0,none,0.023
1606,SEG2,S2,S3,6.0,300,53.62,42.79,10.82,6.121,6.119,0.002,0.289,28.94,0,none,0.092
2818,SEG4,S4,S5,4.0,200,55.08,48.7,6.38,4.146,4.146,0.0,0.21,28.87,0,none,0.014
462,SEG3,S3,S4,6.0,275,56.05,50.59,5.46,4.376,4.376,0.001,0.164,27.51,0,none,0.033
1725,SEG1,S1,S2,8.0,250,57.08,51.64,5.44,5.915,5.913,0.002,0.217,28.1,0,none,0.129
938,SEG3,S3,S4,6.0,275,55.27,46.62,8.65,5.674,5.672,0.002,0.145,30.73,0,none,0.147
3856,SEG3,S3,S4,6.0,275,55.18,46.97,8.21,5.544,5.544,0.0,0.173,30.41,0,none,0.024
1035,SEG3,S3,S4,6.0,275,55.01,46.79,8.22,4.801,4.77,0.031,0.198,31.64,1,small,1.864
2989,SEG4,S4,S5,4.0,200,55.33,43.17,12.16,5.843,5.842,0.001,0.207,34.36,0,none,0.046
1709,SEG3,S3,S4,6.0,275,55.34,49.77,5.57,4.468,4.468,0.001,0.281,31.1,0,none,0.038
904,SEG1,S1,S2,8.0,250,54.25,47.33,6.92,6.725,6.722,0.002,0.201,31.14,0,none,0.135
3494,SEG1,S1,S2,8.0,250,57.03,48.92,8.11,7.27,7.268,0.001,0.189,30.66,0,none,0.068
346,SEG3,S3,S4,6.0,275,56.57,46.67,9.9,6.122,6.122,0.001,0.174,29.83,0,none,0.038
2418,SEG4,S4,S5,4.0,200,55.05,44.78,10.27,5.344,5.343,0.001,0.141,29.17,0,none,0.052
3797,SEG2,S2,S3,6.0,300,54.98,40.45,14.53,7.326,7.325,0.001,0.244,30.9,0,none,0.089
3396,SEG2,S2,S3,6.0,300,54.46,45.18,9.29,5.679,5.678,0.001,0.136,33.18,0,none,0.054
1379,SEG4,S4,S5,4.0,200,56.22,47.48,8.73,4.565,4.549,0.016,0.104,30.29,1,small,0.981
2080,SEG1,S1,S2,8.0,250,56.26,48.23,8.03,7.312,7.31,0.002,0.186,30.65,0,none,0.135
3928,SEG2,S2,S3,6.0,300,55.26,45.43,9.83,5.809,5.808,0.0,0.27,32.29,0,none,0.013
3974,SEG3,S3,S4,6.0,275,52.73,47.63,5.11,4.303,4.302,0.001,0.358,28.49,0,none,0.076
3933,SEG2,S2,S3,6.0,300,54.87,46.33,8.54,5.429,5.427,0.001,0.278,29.89,0,none,0.08
1316,SEG3,S3,S4,6.0,275,55.26,49.75,5.51,4.477,4.476,0.002,0.188,29.41,0,none,0.104
2530,SEG3,S3,S4,6.0,275,55.23,50.62,4.6,4.053,4.051,0.002,0.183,29.62,0,none,0.124
3083,SEG4,S4,S5,4.0,200,56.0,46.4,9.6,4.182,4.15,0.032,0.255,30.52,1,small,1.905
3211,SEG2,S2,S3,6.0,300,54.88,40.86,14.03,7.148,7.148,0.001,0.219,28.38,0,none,0.05
677,SEG2,S2,S3,6.0,300,54.54,38.8,15.74,7.481,7.479,0.002,0.235,31.31,0,none,0.121
2533,SEG2,S2,S3,6.0,300,56.02,47.52,8.5,5.355,5.353,0.001,0.224,30.25,0,none,0.085
1209,SEG2,S2,S3,6.0,300,53.87,33.62,20.25,7.433,7.39,0.042,0.412,35.89,1,medium,2.549
2646,SEG1,S1,S2,8.0,250,54.02,47.3,6.72,6.658,6.658,0.0,0.16,33.05,0,none,0.016
248,SEG4,S4,S5,4.0,200,56.59,43.22,13.38,4.333,4.237,0.097,0.285,36.48,1,medium,5.791
1758,SEG4,S4,S5,4.0,200,56.31,43.34,12.97,5.67,5.639,0.03,0.217,31.57,1,small,1.829
2553,SEG3,S3,S4,6.0,275,55.17,49.33,5.84,4.618,4.617,0.001,0.217,33.95,0,none,0.074
2248,SEG4,S4,S5,4.0,200,55.86,44.55,11.31,4.078,3.981,0.097,0.401,36.32,1,medium,5.798
818,SEG4,S4,S5,4.0,200,55.43,47.79,7.64,4.598,4.597,0.001,0.203,29.88,0,none,0.081
2365,SEG2,S2,S3,6.0,300,54.84,40.41,14.43,7.229,7.228,0.0,0.235,30.35,0,none,0.028
382,SEG4,S4,S5,4.0,200,55.82,43.76,12.06,5.903,5.9,0.002,0.144,29.03,0,none,0.126
2155,SEG1,S1,S2,8.0,250,54.59,48.93,5.66,6.036,6.034,0.002,0.19,27.37,0,none,0.138
3679,SEG3,S3,S4,6.0,275,55.97,50.77,5.2,4.308,4.306,0.002,0.298,27.63,0,none,0.135
3370,SEG2,S2,S3,6.0,300,54.84,45.18,9.66,5.895,5.894,0.001,0.29,32.49,0,none,0.037
2261,SEG4,S4,S5,4.0,200,54.68,48.16,6.52,4.221,4.22,0.001,0.228,31.17,0,none,0.038
3837,SEG2,S2,S3,6.0,300,55.45,40.38,15.07,7.419,7.417,0.002,0.247,32.08,0,none,0.146
3715,SEG1,S1,S2,8.0,250,53.45,48.22,5.23,5.832,5.83,0.002,0.179,29.34,0,none,0.131
111,SEG3,S3,S4,6.0,275,56.36,45.57,10.79,5.64,5.607,0.033,0.245,33.67,1,small,1.982
3697,SEG3,S3,S4,6.0,275,56.12,51.1,5.02,4.281,4.279,0.002,0.236,33.12,0,none,0.124
1289,SEG4,S4,S5,4.0,200,57.44,48.53,8.91,4.953,4.953,0.0,0.18,30.32,0,none,0.01
3622,SEG1,S1,S2,8.0,250,56.16,50.72,5.44,5.949,5.948,0.001,0.232,33.54,0,none,0.039
516,SEG2,S2,S3,6.0,300,53.77,44.68,9.08,5.61,5.61,0.0,0.144,29.14,0,none,0.016
3354,SEG2,S2,S3,6.0,300,57.38,47.2,10.18,5.412,5.381,0.032,0.207,29.83,1,small,1.9
750,SEG3,S3,S4,6.0,275,54.78,49.35,5.43,4.553,4.553,0.001,0.159,27.8,0,none,0.03
1436,SEG1,S1,S2,8.0,250,54.59,49.84,4.75,5.586,5.585,0.001,0.202,24.86,0,none,0.053
507,SEG1,S1,S2,8.0,250,53.27,49.13,4.14,5.162,5.161,0.001,0.219,28.32,0,none,0.04
1275,SEG2,S2,S3,6.0,300,54.85,41.35,13.5,6.995,6.994,0.001,0.167,32.49,0,none,0.083
1663,SEG2,S2,S3,6.0,300,54.89,46.74,8.15,5.285,5.285,0.0,0.217,28.53,0,none,0.007
1402,SEG2,S2,S3,6.0,300,55.56,45.86,9.7,5.821,5.819,0.002,0.234,31.4,0,none,0.124
1930,SEG2,S2,S3,6.0,300,55.88,46.82,9.06,5.619,5.618,0.001,0.274,31.08,0,none,0.079
947,SEG3,S3,S4,6.0,275,53.81,43.03,10.78,5.688,5.652,0.037,0.174,33.34,1,small,2.191
2339,SEG1,S1,S2,8.0,250,56.09,49.31,6.78,6.55,6.55,0.0,0.223,29.99,0,none,0.005
462,SEG4,S4,S5,4.0,200,53.92,46.29,7.62,4.571,4.569,0.002,0.234,27.33,0,none,0.112
386,SEG2,S2,S3,6.0,300,56.65,42.25,14.39,7.209,7.208,0.001,0.206,30.71,0,none,0.044
454,SEG4,S4,S5,4.0,200,56.55,49.28,7.27,4.455,4.452,0.002,0.209,32.05,0,none,0.135
3680,SEG2,S2,S3,6.0,300,56.39,45.41,10.98,5.422,5.411,0.011,0.213,33.35,1,small,0.669
3131,SEG4,S4,S5,4.0,200,54.45,48.18,6.27,4.094,4.092,0.002,0.136,30.51,0,none,0.127
95,SEG4,S4,S5,4.0,200,54.35,42.02,12.33,5.289,5.268,0.021,0.212,33.36,1,small,1.276
693,SEG3,S3,S4,6.0,275,56.66,48.81,7.85,5.311,5.309,0.002,0.132,30.64,0,none,0.133
643,SEG1,S1,S2,8.0,250,53.74,45.77,7.98,7.292,7.291,0.001,0.126,30.48,0,none,0.033
1612,SEG4,S4,S5,4.0,200,54.79,47.79,7.0,4.382,4.379,0.002,0.129,30.29,0,none,0.138
1539,SEG1,S1,S2,8.0,250,55.24,47.98,7.26,6.817,6.816,0.002,0.14,29.49,0,none,0.102
1121,SEG3,S3,S4,6.0,275,55.22,48.94,6.28,4.83,4.83,0.0,0.184,31.55,0,none,0.009
1211,SEG1,S1,S2,8.0,250,55.01,47.2,7.81,7.206,7.206,0.0,0.204,31.22,0,none,0.014
3790,SEG3,S3,S4,6.0,275,54.97,46.36,8.61,5.745,5.743,0.002,0.22,26.61,0,none,0.115
2631,SEG4,S4,S5,4.0,200,53.04,43.24,9.79,5.215,5.214,0.002,0.235,28.62,0,none,0.102
864,SEG3,S3,S4,6.0,275,55.87,49.24,6.63,4.862,4.861,0.001,0.244,28.87,0,none,0.065
2106,SEG2,S2,S3,6.0,300,53.26,38.0,15.26,7.502,7.5,0.001,0.214,29.78,0,none,0.083
1615,SEG2,S2,S3,6.0,300,54.62,43.98,10.64,6.037,6.036,0.001,0.227,29.15,0,none,0.041
2102,SEG4,S4,S5,4.0,200,55.18,44.44,10.74,5.521,5.519,0.002,0.278,29.92,0,none,0.117
1464,SEG1,S1,S2,8.0,250,54.81,33.41,21.41,6.619,6.384,0.235,0.503,46.78,1,severe,14.125
1192,SEG1,S1,S2,8.0,250,54.87,48.08,6.79,6.76,6.76,0.0,0.175,29.01,0,none,0.002
3590,SEG1,S1,S2,8.0,250,54.06,48.12,5.94,6.019,6.019,0.0,0.149,29.63,0,none,0.029
2362,SEG3,S3,S4,6.0,275,55.13,36.65,18.48,5.658,5.467,0.191,0.415,43.24,1,severe,11.452
2360,SEG2,S2,S3,6.0,300,55.41,40.43,14.98,7.412,7.412,0.0,0.161,29.32,0,none,0.016
697,SEG3,S3,S4,6.0,275,53.36,43.0,10.36,5.527,5.491,0.037,0.199,30.42,1,small,2.204
1033,SEG4,S4,S5,4.0,200,54.64,47.99,6.65,4.245,4.243,0.002,0.26,28.1,0,none,0.111
2719,SEG2,S2,S3,6.0,300,54.66,42.85,11.81,6.524,6.522,0.002,0.247,30.34,0,none,0.131
506,SEG1,S1,S2,8.0,250,54.79,50.31,4.48,5.203,5.2,0.002,0.271,26.32,0,none,0.13
127,SEG4,S4,S5,4.0,200,54.78,43.65,11.12,5.129,5.097,0.033,0.306,31.78,1,small,1.964
1876,SEG3,S3,S4,6.0,275,55.92,49.98,5.94,4.718,4.717,0.001,0.163,31.62,0,none,0.085
1937,SEG3,S3,S4,6.0,275,54.39,49.05,5.34,4.422,4.42,0.002,0.226,29.71,0,none,0.116
2244,SEG4,S4,S5,4.0,200,56.61,49.67,6.94,4.247,4.245,0.002,0.179,27.28,0,none,0.135
1773,SEG1,S1,S2,8.0,250,56.81,49.84,6.97,6.829,6.828,0.001,0.132,30.25,0,none,0.04
272,SEG1,S1,S2,8.0,250,57.19,47.78,9.41,5.518,5.463,0.054,0.24,33.04,1,medium,3.257
1078,SEG4,S4,S5,4.0,200,55.19,48.06,7.13,4.418,4.416,0.002,0.209,28.81,0,none,0.123
3018,SEG4,S4,S5,4.0,200,54.06,37.15,16.91,4.936,4.694,0.241,0.339,42.13,1,severe,14.489
3618,SEG1,S1,S2,8.0,250,53.49,48.03,5.46,5.899,5.897,0.001,0.338,29.81,0,none,0.083
2381,SEG1,S1,S2,8.0,250,55.48,46.24,9.24,6.825,6.791,0.033,0.152,34.06,1,small,2.006
3008,SEG2,S2,S3,6.0,300,53.99,40.08,13.91,6.688,6.654,0.034,0.258,31.68,1,small,2.04
1269,SEG3,S3,S4,6.0,275,54.18,46.68,7.5,5.428,5.426,0.002,0.106,31.12,0,none,0.125
2023,SEG4,S4,S5,4.0,200,55.5,32.83,22.67,4.908,4.733,0.175,0.481,45.28,1,severe,10.512
633,SEG2,S2,S3,6.0,300,57.36,42.91,14.45,7.252,7.252,0.0,0.272,30.92,0,none,0.01
504,SEG3,S3,S4,6.0,275,55.07,49.54,5.53,4.478,4.477,0.001,0.226,31.73,0,none,0.034
746,SEG1,S1,S2,8.0,250,54.16,47.66,6.5,5.457,5.417,0.04,0.219,30.69,1,small,2.375
3707,SEG2,S2,S3,6.0,300,52.54,29.66,22.89,5.611,5.495,0.116,0.513,46.91,1,severe,6.958
3569,SEG1,S1,S2,8.0,250,55.61,48.81,6.8,6.661,6.658,0.002,0.184,32.03,0,none,0.14
982,SEG3,S3,S4,6.0,275,52.64,44.89,7.76,5.34,5.338,0.002,0.138,30.39,0,none,0.111
2439,SEG3,S3,S4,6.0,275,54.12,47.63,6.49,5.052,5.051,0.001,0.185,25.21,0,none,0.079
557,SEG3,S3,S4,6.0,275,54.47,48.96,5.51,4.531,4.53,0.001,0.186,29.18,0,none,0.072
2448,SEG2,S2,S3,6.0,300,54.51,42.52,11.99,6.62,6.619,0.001,0.155,29.94,0,none,0.064
1599,SEG2,S2,S3,6.0,300,55.76,44.71,11.05,6.285,6.283,0.002,0.161,29.79,0,none,0.136
2502,SEG3,S3,S4,6.0,275,55.0,50.18,4.82,4.12,4.119,0.002,0.207,30.99,0,none,0.096
308,SEG4,S4,S5,4.0,200,55.25,44.87,10.38,5.43,5.428,0.002,0.165,26.44,0,none,0.114
3173,SEG4,S4,S5,4.0,200,55.87,46.63,9.24,5.087,5.085,0.002,0.187,30.27,0,none,0.104
572,SEG3,S3,S4,6.0,275,52.15,46.23,5.92,4.748,4.746,0.002,0.252,28.54,0,none,0.106
3297,SEG3,S3,S4,6.0,275,56.45,49.56,6.89,5.083,5.081,0.002,0.189,26.34,0,none,0.146
1484,SEG3,S3,S4,6.0,275,54.28,46.33,7.94,5.466,5.464,0.002,0.211,30.48,0,none,0.142
1912,SEG1,S1,S2,8.0,250,55.03,50.71,4.32,5.198,5.197,0.001,0.195,32.11,0,none,0.07
1834,SEG3,S3,S4,6.0,275,54.79,46.85,7.95,5.415,5.413,0.002,0.213,31.86,0,none,0.097
599,SEG1,S1,S2,8.0,250,54.15,48.21,5.93,6.191,6.19,0.0,0.263,30.62,0,none,0.03
3892,SEG1,S1,S2,8.0,250,56.22,50.56,5.66,6.049,6.049,0.0,0.208,31.7,0,none,0.023
1540,SEG2,S2,S3,6.0,300,55.63,39.79,15.85,7.07,7.034,0.036,0.247,28.39,1,small,2.173
1652,SEG1,S1,S2,8.0,250,55.94,51.66,4.28,5.208,5.206,0.002,0.216,29.69,0,none,0.144
106,SEG3,S3,S4,6.0,275,54.49,45.92,8.56,5.646,5.644,0.002,0.19,29.97,0,none,0.138
1893,SEG1,S1,S2,8.0,250,54.7,49.36,5.34,5.716,5.715,0.001,0.226,29.59,0,none,0.063
1582,SEG4,S4,S5,4.0,200,56.66,45.84,10.82,5.053,5.023,0.03,0.33,33.24,1,small,1.791
2502,SEG2,S2,S3,6.0,300,55.43,42.04,13.4,5.604,5.544,0.06,0.313,34.43,1,medium,3.614
362,SEG2,S2,S3,6.0,300,55.94,39.87,16.07,7.75,7.749,0.001,0.245,29.57,0,none,0.076
3641,SEG4,S4,S5,4.0,200,53.74,44.61,9.14,4.29,4.25,0.039,0.271,30.84,1,small,2.367
375,SEG1,S1,S2,8.0,250,56.27,49.22,7.05,6.949,6.947,0.002,0.114,27.48,0,none,0.107
1966,SEG1,S1,S2,8.0,250,55.89,47.41,8.48,5.647,5.592,0.055,0.191,35.51,1,medium,3.296
3957,SEG1,S1,S2,8.0,250,55.53,51.65,3.88,4.954,4.952,0.002,0.155,30.5,0,none,0.114
2083,SEG4,S4,S5,4.0,200,55.31,43.77,11.54,5.752,5.752,0.0,0.246,28.42,0,none,0.001
1696,SEG2,S2,S3,6.0,300,55.82,40.47,15.35,5.589,5.5,0.089,0.275,37.5,1,medium,5.341
1243,SEG1,S1,S2,8.0,250,56.02,45.7,10.32,7.402,7.371,0.031,0.253,34.63,1,small,1.866
1231,SEG4,S4,S5,4.0,200,53.82,38.59,15.23,6.001,5.981,0.02,0.195,35.22,1,small,1.2
907,SEG4,S4,S5,4.0,200,55.0,42.98,12.01,5.811,5.81,0.001,0.132,28.7,0,none,0.054
1858,SEG4,S4,S5,4.0,200,55.43,46.43,9.0,5.072,5.069,0.002,0.225,30.55,0,none,0.148
941,SEG1,S1,S2,8.0,250,54.53,47.21,7.32,7.001,7.0,0.001,0.241,31.9,0,none,0.041
3055,SEG3,S3,S4,6.0,275,55.39,38.29,17.1,4.242,4.013,0.229,0.374,46.04,1,severe,13.75
3346,SEG1,S1,S2,8.0,250,54.1,47.6,6.5,5.389,5.368,0.022,0.277,32.54,1,small,1.292
2657,SEG1,S1,S2,8.0,250,55.59,46.51,9.08,6.742,6.714,0.028,0.269,32.16,1,small,1.671
3651,SEG4,S4,S5,4.0,200,55.8,49.39,6.41,4.284,4.283,0.001,0.219,31.69,0,none,0.068
2450,SEG3,S3,S4,6.0,275,54.87,47.83,7.04,5.14,5.14,0.0,0.111,30.27,0,none,0.006
1326,SEG2,S2,S3,6.0,300,55.47,46.77,8.71,5.444,5.442,0.002,0.237,30.87,0,none,0.096
2477,SEG3,S3,S4,6.0,275,53.66,44.19,9.47,4.216,4.128,0.088,0.388,34.33,1,medium,5.275
2578,SEG2,S2,S3,6.0,300,55.43,45.44,9.99,5.971,5.97,0.001,0.275,34.96,0,none,0.07
2799,SEG1,S1,S2,8.0,250,55.13,46.38,8.75,5.43,5.355,0.076,0.252,33.67,1,medium,4.538
306,SEG2,S2,S3,6.0,300,52.82,40.04,12.78,6.805,6.803,0.002,0.149,26.62,0,none,0.141
3598,SEG3,S3,S4,6.0,275,54.67,41.76,12.9,5.126,5.059,0.067,0.289,32.23,1,medium,4.04
325,SEG4,S4,S5,4.0,200,55.35,44.28,11.07,5.596,5.594,0.002,0.098,29.69,0,none,0.12
3244,SEG2,S2,S3,6.0,300,54.45,36.74,17.71,7.185,7.099,0.086,0.216,28.96,1,medium,5.152
298,SEG1,S1,S2,8.0,250,55.82,49.33,6.49,6.358,6.358,0.001,0.177,31.54,0,none,0.032
1241,SEG3,S3,S4,6.0,275,55.28,46.44,8.84,5.789,5.788,0.001,0.141,30.4,0,none,0.046
1077,SEG4,S4,S5,4.0,200,56.82,50.49,6.33,4.056,4.054,0.002,0.184,28.41,0,none,0.123
3823,SEG1,S1,S2,8.0,250,55.98,46.28,9.71,6.784,6.772,0.011,0.194,33.4,1,small,0.688
2609,SEG3,S3,S4,6.0,275,55.54,45.26,10.28,5.129,5.066,0.062,0.221,37.82,1,medium,3.731
3977,SEG2,S2,S3,6.0,300,56.31,47.3,9.02,5.589,5.588,0.001,0.112,29.79,0,none,0.048
2035,SEG1,S1,S2,8.0,250,54.84,45.9,8.94,6.579,6.538,0.04,0.195,32.69,1,small,2.413
39,SEG2,S2,S3,6.0,300,54.92,39.97,14.94,7.3,7.299,0.001,0.236,26.97,0,none,0.089
2479,SEG3,S3,S4,6.0,275,54.99,49.53,5.45,4.534,4.531,0.002,0.249,27.35,0,none,0.135
3499,SEG3,S3,S4,6.0,275,52.4,44.65,7.75,5.325,5.324,0.001,0.194,29.79,0,none,0.066
1499,SEG1,S1,S2,8.0,250,54.14,40.04,14.11,7.026,6.963,0.064,0.315,40.08,1,medium,3.814
3512,SEG1,S1,S2,8.0,250,54.76,47.58,7.17,6.888,6.887,0.001,0.131,29.81,0,none,0.069
3872,SEG4,S4,S5,4.0,200,53.28,43.9,9.38,5.051,5.05,0.001,0.22,27.26,0,none,0.061
844,SEG3,S3,S4,6.0,275,53.71,48.05,5.66,4.591,4.59,0.001,0.23,28.88,0,none,0.065
362,SEG3,S3,S4,6.0,275,55.81,47.26,8.55,5.594,5.593,0.001,0.105,27.11,0,none,0.045
2828,SEG2,S2,S3,6.0,300,53.93,44.51,9.41,5.739,5.739,0.0,0.182,31.57,0,none,0.001
3130,SEG2,S2,S3,6.0,300,54.38,46.1,8.28,5.336,5.336,0.001,0.197,29.36,0,none,0.045
3785,SEG3,S3,S4,6.0,275,54.7,46.2,8.5,5.728,5.726,0.002,0.202,29.88,0,none,0.131
1818,SEG3,S3,S4,6.0,275,55.07,46.8,8.27,5.562,5.561,0.001,0.163,32.43,0,none,0.064
85,SEG2,S2,S3,6.0,300,55.83,41.02,14.81,7.362,7.36,0.002,0.233,27.9,0,none,0.118
242,SEG1,S1,S2,8.0,250,54.44,49.46,4.98,5.598,5.597,0.001,0.161,29.42,0,none,0.059
1625,SEG4,S4,S5,4.0,200,54.27,46.6,7.67,4.588,4.587,0.0,0.228,28.38,0,none,0.02
1644,SEG1,S1,S2,8.0,250,54.51,50.41,4.11,4.961,4.959,0.002,0.262,31.75,0,none,0.107
3371,SEG2,S2,S3,6.0,300,54.78,45.26,9.52,5.675,5.674,0.001,0.172,29.79,0,none,0.04
3814,SEG3,S3,S4,6.0,275,53.62,44.98,8.64,5.652,5.65,0.002,0.182,28.12,0,none,0.139
1594,SEG2,S2,S3,6.0,300,54.9,43.06,11.84,6.536,6.535,0.001,0.219,32.54,0,none,0.056
17,SEG4,S4,S5,4.0,200,55.26,45.67,9.59,5.257,5.256,0.002,0.29,28.84,0,none,0.105
3065,SEG4,S4,S5,4.0,200,55.84,48.21,7.62,4.595,4.594,0.001,0.183,26.22,0,none,0.062
1231,SEG2,S2,S3,6.0,300,54.5,38.55,15.96,7.596,7.595,0.001,0.212,27.67,0,none,0.052
2076,SEG1,S1,S2,8.0,250,55.15,47.99,7.16,6.895,6.894,0.001,0.218,30.8,0,none,0.068
103,SEG2,S2,S3,6.0,300,54.67,39.97,14.7,7.26,7.26,0.0,0.145,30.75,0,none,0.014
3493,SEG2,S2,S3,6.0,300,55.49,38.72,16.77,7.2,7.174,0.026,0.282,34.05,1,small,1.534
1043,SEG3,S3,S4,6.0,275,54.28,49.03,5.25,4.331,4.329,0.002,0.217,29.48,0,none,0.131
1968,SEG2,S2,S3,6.0,300,55.02,40.61,14.41,5.775,5.687,0.089,0.361,35.97,1,medium,5.323
1391,SEG4,S4,S5,4.0,200,55.81,48.99,6.83,4.286,4.285,0.001,0.198,27.43,0,none,0.054
648,SEG4,S4,S5,4.0,200,55.47,41.1,14.38,5.691,5.614,0.078,0.253,34.81,1,medium,4.66
3966,SEG1,S1,S2,8.0,250,54.93,50.89,4.04,4.89,4.89,0.001,0.248,31.59,0,none,0.045
1814,SEG4,S4,S5,4.0,200,53.34,42.3,11.04,5.655,5.654,0.001,0.233,32.4,0,none,0.053
